Mod:Item:MetaData, Localized Name
BiblioWoodsNatura:BiblioWoodPaintingT3:1, 黑暗树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:2, 桉树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:3, 熔融树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:4, 幽魂树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:5, 车桑子树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:6, 枫树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:7, 紫檀树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:8, 红木画框
BiblioWoodsNatura:BiblioWoodPaintingT3:9, 银铃树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:10, 樱花树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:11, 核桃树画框
BiblioWoodsNatura:BiblioWoodPaintingT3:12, 柳树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:0, 血树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:1, 黑暗树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:2, 桉树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:3, 熔融树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:4, 幽魂树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:5, 车桑子树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:6, 枫树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:7, 紫檀树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:8, 红木画框
BiblioWoodsNatura:BiblioWoodPaintingT4:9, 银铃树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:10, 樱花树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:11, 核桃树画框
BiblioWoodsNatura:BiblioWoodPaintingT4:12, 柳树画框
ThermalFoundation:Ore:0, 铜矿石
ThermalFoundation:Ore:1, 锡矿石
ThermalFoundation:Ore:2, 银矿石
ThermalFoundation:Ore:3, 铅矿石
ThermalFoundation:Ore:4, 镍矿石
ThermalFoundation:Ore:5, 铂矿石
ThermalFoundation:Ore:6, 蕴魔秘银矿
ThermalFoundation:Storage:0, 铜块
ThermalFoundation:Storage:1, 锡块
ThermalFoundation:Storage:2, 银块
ThermalFoundation:Storage:3, 铅块
ThermalFoundation:Storage:4, 镍块
ThermalFoundation:Storage:5, 铂块
ThermalFoundation:Storage:6, 蕴魔秘银块
ThermalFoundation:Storage:7, 琥珀金块
ThermalFoundation:Storage:8, 因瓦合金块
ThermalFoundation:Storage:9, 青铜块
ThermalFoundation:Storage:10, 信素块
ThermalFoundation:Storage:11, 流明块
ThermalFoundation:Storage:12, 末影块
ThermalFoundation:FluidRedstone, 熔融红石
ThermalFoundation:FluidGlowstone, 充能液态荧石
ThermalFoundation:FluidEnder, 谐振熔融末影珍珠
ThermalFoundation:FluidPyrotheum, 烈焰之炽焱
ThermalFoundation:FluidCryotheum, 极寒之凛冰
ThermalFoundation:FluidAerotheum, 和谐之空气
ThermalFoundation:FluidPetrotheum, 构造之地岩
ThermalFoundation:FluidMana, 元始魔力
ThermalFoundation:FluidSteam, 蒸汽
ThermalFoundation:FluidCoal, 液态煤炭
BigReactors:YelloriteOre:0, 黄铀矿石
BigReactors:BRMetalBlock:0, 黄铀块
BigReactors:BRMetalBlock:1, 蓝晶块
BigReactors:BRMetalBlock:2, 石墨块
BigReactors:BRMetalBlock:3, 蓝钚块
BigReactors:BRMetalBlock:4, 纯镥块
BigReactors:YelloriumFuelRod, 黄铀燃料棒
BigReactors:BRReactorPart:0, 反应堆外壳
BigReactors:BRReactorPart:1, 反应堆控制器
BigReactors:BRReactorPart:2, 反应堆控制杆
BigReactors:BRReactorPart:3, 反应堆能量接口
BigReactors:BRReactorPart:4, 反应堆访问端口
BigReactors:BRReactorPart:5, 反应堆冷却端口
BigReactors:BRReactorPart:6, 反应堆红石网络端口
BigReactors:BRReactorPart:7, 反应堆电脑端口
BigReactors:BRMultiblockGlass:0, 反应堆玻璃
BigReactors:BRMultiblockGlass:1, 涡轮机玻璃
BigReactors:BRReactorRedstonePort, 反应堆红石端口
BigReactors:BRTurbinePart:0, 涡轮机外壳
BigReactors:BRTurbinePart:1, 涡轮机控制器
BigReactors:BRTurbinePart:2, 涡轮机能量端口
BigReactors:BRTurbinePart:3, 涡轮机液体端口
BigReactors:BRTurbinePart:4, 涡轮机转子轴承
BigReactors:BRTurbinePart:5, 涡轮机电脑端口
BigReactors:BRTurbineRotorPart:0, 涡轮机转轴
BigReactors:BRTurbineRotorPart:1, 涡轮机叶片
BigReactors:BRDevice:0, 蓝晶再加工机
BigReactors:tile.fluid.yellorium.still, 液态黄铀
BigReactors:tile.fluid.cyanite.still, 液态蓝晶
BigReactors:BRMultiblockCreativePart:0, 创造模式冷却端口
BigReactors:BRMultiblockCreativePart:1, 创造模式涡轮蒸汽发电机
BuildCraft|Core:eternalSpring:0, 水泉
BuildCraft|Core:eternalSpring:1, 油泉
BuildCraft|Core:buildToolBlock, tile.buildToolBlock.name
BuildCraft|Core:engineBlock:0, 红石引擎
BuildCraft|Core:engineBlock:1, 斯特林引擎
BuildCraft|Core:engineBlock:2, 燃油引擎
BuildCraft|Core:engineBlock:3, 创造引擎
BuildCraft|Core:markerBlock, 地标
BuildCraft|Core:pathMarkerBlock, 路径标
BuildCraft|Energy:blockOil, 原油
BuildCraft|Energy:blockFuel, 燃油
BuildCraft|Energy:blockRedPlasma, tile.blockRedPlasma.name
BuildCraft|Silicon:laserBlock, 镭射器
BuildCraft|Silicon:laserTableBlock:0, 装配台
BuildCraft|Silicon:laserTableBlock:1, 高级工作台
BuildCraft|Silicon:laserTableBlock:2, 集成台
BuildCraft|Silicon:laserTableBlock:3, 充能台
BuildCraft|Silicon:laserTableBlock:4, 编程台
BuildCraft|Silicon:laserTableBlock:5, 压印台
BuildCraft|Silicon:packagerBlock, 配方封包器
BuildCraft|Builders:machineBlock, 采石场
BuildCraft|Builders:fillerBlock, 填充机
BuildCraft|Builders:frameBlock, 框架
BuildCraft|Builders:builderBlock, 建筑机
BuildCraft|Builders:architectBlock, 建筑工作台
BuildCraft|Builders:libraryBlock, 电子档案馆
BuildCraft|Builders:constructionMarkerBlock, 建设标
BuildCraft|Robotics:zonePlan, 区域规划机
BuildCraft|Robotics:requester, 请求机
BuildCraft|Transport:filteredBufferBlock, 过滤缓存器
BuildCraft|Transport:pipeBlock, tile.pipeBlock.name
BuildCraft|Factory:miningWellBlock, 矿井
BuildCraft|Factory:plainPipeBlock, 采矿管道
BuildCraft|Factory:autoWorkbenchBlock, 自动合成台
BuildCraft|Factory:tankBlock, 储罐
BuildCraft|Factory:pumpBlock, 液泵
BuildCraft|Factory:floodGateBlock, 液闸
BuildCraft|Factory:refineryBlock, 精炼厂
BuildCraft|Factory:blockHopper, 料斗
Railcraft:fluid.creosote, 杂酚油
Railcraft:fluid.steam, 蒸汽
Railcraft:residual.heat, 残余热量
Railcraft:cube:0, 焦煤方块
Railcraft:cube:9, 铜块
Railcraft:cube:10, 锡块
Railcraft:cube:11, 铅块
Railcraft:cube:2, 钢块
Railcraft:cube:1, 混凝土块
Railcraft:cube:8, 杂酚油木方块
Railcraft:cube:4, 碎黑曜石
Railcraft:cube:6, 深渊砖块
Railcraft:cube:7, 采掘砖块
Railcraft:anvil:0, 钢砧
Railcraft:anvil:1, 裂纹钢砧
Railcraft:anvil:2, 碎裂钢砧
Railcraft:machine.alpha:7, 焦炉砖
Railcraft:machine.alpha:12, 高炉砖
Railcraft:machine.alpha:3, 蒸汽炉
Railcraft:machine.alpha:14, 蓄水器壁板
Railcraft:machine.alpha:8, 辊压机
Railcraft:machine.alpha:15, 碎石机
Railcraft:machine.alpha:11, 饲育站
Railcraft:machine.alpha:6, 贸易站
Railcraft:machine.alpha:0, 世界锚
Railcraft:machine.alpha:2, 个人锚
Railcraft:machine.alpha:13, 被动锚
Railcraft:machine.alpha:4, 管理员锚
Railcraft:machine.alpha:1, 蒸汽涡轮机壳
Railcraft:machine.alpha:5, 发烟器
Railcraft:machine.alpha:9, 手动蒸汽陷阱
Railcraft:machine.alpha:10, 自动蒸汽陷阱
Railcraft:machine.beta:0, 铁质蓄水器壁板
Railcraft:machine.beta:1, 铁质蓄水器量计
Railcraft:machine.beta:2, 铁质蓄水器阀门
Railcraft:machine.beta:13, 钢质蓄水器壁板
Railcraft:machine.beta:14, 钢制蓄水器量计
Railcraft:machine.beta:15, 钢质蓄水器阀门
Railcraft:machine.beta:5, 固态燃料燃烧室
Railcraft:machine.beta:6, 液态燃料燃烧室
Railcraft:machine.beta:3, 低压锅炉
Railcraft:machine.beta:4, 高压锅炉
Railcraft:machine.beta:7, 民科蒸汽引擎
Railcraft:machine.beta:8, 商用蒸汽引擎
Railcraft:machine.beta:9, 工业蒸汽引擎
Railcraft:machine.beta:10, 拱卫之锚
Railcraft:machine.beta:11, 虚空箱子
Railcraft:machine.beta:12, 金属箱子
Railcraft:track:4767, 转辙轨道
Railcraft:track:2144, Y型轨道
Railcraft:track:0, 交接轨道
Railcraft:track:0, 控制轨道
Railcraft:track:20176, 封锁轨道
Railcraft:track:23575, 驻车轨道
Railcraft:track:0, 乘车轨道
Railcraft:track:0, 耦合轨道
Railcraft:track:0, 机车鸣笛轨道
Railcraft:track:30516, 机车调整轨道
Railcraft:track:16093, 机车限速轨道
Railcraft:track:0, 路由轨道
Railcraft:track:32363, 缓停轨道
Railcraft:track:30946, 单向轨道
Railcraft:track:0, 方向感应轨道
Railcraft:track:0, 单向门控轨道
Railcraft:track:19746, 门控轨道
Railcraft:track:0, 悬浮轨道
Railcraft:track:2264, 倾倒轨道
Railcraft:track:736, 木质轨道
Railcraft:track:0, 木质推进轨道
Railcraft:track:0, 木质交接轨道
Railcraft:track:19986, 木质转辙轨道
Railcraft:track:0, 木质Y型轨道
Railcraft:track:0, 强化轨道
Railcraft:track:0, 强化推进轨道
Railcraft:track:764, 强化交接轨道
Railcraft:track:0, 强化转辙轨道
Railcraft:track:0, 强化Y型轨道
Railcraft:track:0, 电力轨道
Railcraft:track:0, 电力交接轨道
Railcraft:track:10488, 电力转辙轨道
Railcraft:track:0, 电力Y型轨道
Railcraft:track:816, 高速轨道
Railcraft:track:0, 高速推进轨道
Railcraft:track:26865, 高速过渡轨道
Railcraft:track:7916, 高速转辙轨道
Railcraft:track:0, 高速Y型轨道
Railcraft:track:8103, 引爆轨道
Railcraft:track:0, 发射轨道
Railcraft:track.elevator, 升降轨道
Railcraft:signal:4, 转辙拉杆
Railcraft:signal:2, 转辙马达
Railcraft:signal:5, 路由转辙马达
Railcraft:signal:3, 信号盒
Railcraft:signal:11, 远程信号
Railcraft:signal:1, 双头信号盒
Railcraft:signal:12, 双头远程信号
Railcraft:signal:13, 信号中继盒
Railcraft:signal:8, 信号接收盒
Railcraft:signal:9, 信号控制盒
Railcraft:signal:10, 模拟信号控制盒
Railcraft:signal:7, 信号计数盒
Railcraft:signal:6, 信号同步盒
Railcraft:signal:0, 信号互锁盒
Railcraft:brick.abyssal:0, 深渊砖
Railcraft:brick.abyssal:1, 匀称深渊方块
Railcraft:brick.abyssal:2, 深渊方块
Railcraft:brick.abyssal:3, 雕琢深渊方块
Railcraft:brick.abyssal:4, 蚀刻深渊方块
Railcraft:brick.abyssal:5, 深渊圆石
Railcraft:brick.bleachedbone:0, 白骨砖
Railcraft:brick.bleachedbone:1, 匀称白骨方块
Railcraft:brick.bleachedbone:2, 白骨方块
Railcraft:brick.bleachedbone:3, 雕琢白骨方块
Railcraft:brick.bleachedbone:4, 蚀刻白骨方块
Railcraft:brick.bleachedbone:5, 白骨圆石
Railcraft:brick.bloodstained:0, 污血砖
Railcraft:brick.bloodstained:1, 匀称污血方块
Railcraft:brick.bloodstained:2, 污血方块
Railcraft:brick.bloodstained:3, 雕琢污血方块
Railcraft:brick.bloodstained:4, 蚀刻污血方块
Railcraft:brick.bloodstained:5, 污血圆石
Railcraft:brick.frostbound:0, 霜冻砖
Railcraft:brick.frostbound:1, 匀称霜冻方块
Railcraft:brick.frostbound:2, 霜冻方块
Railcraft:brick.frostbound:3, 雕琢霜冻方块
Railcraft:brick.frostbound:4, 蚀刻霜冻方块
Railcraft:brick.frostbound:5, 霜冻圆石
Railcraft:brick.infernal:0, 地狱砖
Railcraft:brick.infernal:1, 匀称地狱方块
Railcraft:brick.infernal:2, 地狱方块
Railcraft:brick.infernal:3, 雕琢地狱方块
Railcraft:brick.infernal:4, 蚀刻地狱方块
Railcraft:brick.infernal:5, 地狱圆石
Railcraft:brick.quarried:0, 采掘砖
Railcraft:brick.quarried:1, 匀称采掘方块
Railcraft:brick.quarried:2, 采掘方块
Railcraft:brick.quarried:3, 雕琢采掘方块
Railcraft:brick.quarried:4, 蚀刻采掘方块
Railcraft:brick.quarried:5, 采掘圆石
Railcraft:brick.sandy:0, 沙岩砖
Railcraft:brick.sandy:1, 匀称沙岩方块
Railcraft:brick.sandy:2, 沙岩方块
Railcraft:brick.sandy:3, 雕琢沙岩方块
Railcraft:brick.sandy:4, 蚀刻沙岩方块
Railcraft:brick.sandy:5, 沙岩圆石
Railcraft:brick.nether:0, 地狱砖块
Railcraft:brick.nether:1, 匀称下界方块
Railcraft:brick.nether:2, 下界方块
Railcraft:brick.nether:3, 雕琢下界方块
Railcraft:brick.nether:4, 蚀刻下界方块
Railcraft:brick.nether:5, 下界圆石
Railcraft:post:0, 木桩
Railcraft:post:1, 石桩
Railcraft:post:2, 金属桩
Railcraft:post:4, 木头平台
Railcraft:post:5, 石头平台
Railcraft:post:6, 金属平台
Railcraft:post.metal:0, 黑色金属桩
Railcraft:post.metal:1, 红色金属桩
Railcraft:post.metal:2, 绿色金属桩
Railcraft:post.metal:3, 棕色金属桩
Railcraft:post.metal:4, 蓝色金属桩
Railcraft:post.metal:5, 紫色金属桩
Railcraft:post.metal:6, 青色金属桩
Railcraft:post.metal:7, 浅灰色金属桩
Railcraft:post.metal:8, 灰色金属桩
Railcraft:post.metal:9, 粉色金属桩
Railcraft:post.metal:10, 柠檬色金属桩
Railcraft:post.metal:11, 黄色金属桩
Railcraft:post.metal:12, 浅蓝色金属桩
Railcraft:post.metal:13, 品红色金属桩
Railcraft:post.metal:14, 桔色金属桩
Railcraft:post.metal:15, 白色金属桩
Railcraft:post.metal.platform:0, 黑色金属平台
Railcraft:post.metal.platform:1, 红色金属平台
Railcraft:post.metal.platform:2, 绿色金属平台
Railcraft:post.metal.platform:3, 棕色金属平台
Railcraft:post.metal.platform:4, 蓝色金属平台
Railcraft:post.metal.platform:5, 紫色金属平台
Railcraft:post.metal.platform:6, 青色金属平台
Railcraft:post.metal.platform:7, 浅灰色金属平台
Railcraft:post.metal.platform:8, 灰色金属平台
Railcraft:post.metal.platform:9, 粉色金属平台
Railcraft:post.metal.platform:10, 柠檬色金属平台
Railcraft:post.metal.platform:11, 黄色金属平台
Railcraft:post.metal.platform:12, 浅蓝色金属平台
Railcraft:post.metal.platform:13, 品红色金属平台
Railcraft:post.metal.platform:14, 橙色金属平台
Railcraft:post.metal.platform:15, 白色金属平台
Railcraft:glass:0, 强化玻璃
Railcraft:glass:1, 强化玻璃
Railcraft:glass:2, 强化玻璃
Railcraft:glass:3, 强化玻璃
Railcraft:glass:4, 强化玻璃
Railcraft:glass:5, 强化玻璃
Railcraft:glass:6, 强化玻璃
Railcraft:glass:7, 强化玻璃
Railcraft:glass:8, 强化玻璃
Railcraft:glass:9, 强化玻璃
Railcraft:glass:10, 强化玻璃
Railcraft:glass:11, 强化玻璃
Railcraft:glass:12, 强化玻璃
Railcraft:glass:13, 强化玻璃
Railcraft:glass:14, 强化玻璃
Railcraft:glass:15, 强化玻璃
Railcraft:detector:0, 传感器-物品
Railcraft:detector:1, 传感器-任意
Railcraft:detector:2, 传感器-空
Railcraft:detector:3, 传感器-生物
Railcraft:detector:4, 传感器-动力
Railcraft:detector:5, 传感器-玩家
Railcraft:detector:6, 传感器-爆炸
Railcraft:detector:7, 传感器-动物
Railcraft:detector:8, 传感器-蓄水槽
Railcraft:detector:9, 传感器-高级
Railcraft:detector:11, 传感器-年龄
Railcraft:detector:12, 传感器-列车
Railcraft:detector:13, 传感器-羊
Railcraft:detector:14, 传感器-村民
Railcraft:detector:15, 传感器-火车头
Railcraft:detector:16, 传感器-路由
Railcraft:machine.gamma:0, 物品装载机
Railcraft:machine.gamma:1, 物品卸载机
Railcraft:machine.gamma:2, 高级物品装载机
Railcraft:machine.gamma:3, 高级物品卸载机
Railcraft:machine.gamma:4, 流体装载机
Railcraft:machine.gamma:5, 流体卸载机
Railcraft:machine.gamma:10, Redstone Flux Loader
Railcraft:machine.gamma:11, Redstone Flux Unloader
Railcraft:machine.gamma:8, 矿车分车站
Railcraft:machine.gamma:9, 列车分车站
Railcraft:machine.epsilon:0, 电力供给单元
Railcraft:machine.epsilon:1, 管理员电力供给单元
Railcraft:machine.epsilon:4, 能量流转换机
Railcraft:machine.epsilon:3, 轨道发射机
Railcraft:machine.epsilon:2, 管理员蒸汽供给单元
Railcraft:machine.epsilon:5, 雕刻桌
Railcraft:ore:0, 硫磺
Railcraft:ore:1, 硝石
Railcraft:ore:2, 暗黑钻石矿石
Railcraft:ore:3, 暗黑绿宝石矿石
Railcraft:ore:4, 暗黑青金石矿石
Railcraft:ore:5, 火石矿石
Railcraft:ore:7, 贫铁矿石
Railcraft:ore:8, 贫金矿石
Railcraft:ore:9, 贫铜矿石
Railcraft:ore:10, 贫锡矿石
Railcraft:ore:11, 贫铅矿石
Railcraft:worldlogic, 硝石刷新器
Railcraft:firestone.recharge, 再充能火石
Railcraft:frame, 线缆支撑框架
Railcraft:machine.delta:0, 电力分路线缆
chisel:aluminumblock:0, 铝块
chisel:aluminumblock:1, 铝块
chisel:aluminumblock:2, 铝块
chisel:aluminumblock:3, 铝块
chisel:aluminumblock:4, 铝块
chisel:aluminumblock:5, 铝块
chisel:aluminum_stairs.0:0, tile.chisel.aluminum_stairs.0.name
chisel:aluminum_stairs.0:8, tile.chisel.aluminum_stairs.0.name
chisel:aluminum_stairs.1:0, tile.chisel.aluminum_stairs.1.name
chisel:aluminum_stairs.1:8, tile.chisel.aluminum_stairs.1.name
chisel:aluminum_stairs.2:0, tile.chisel.aluminum_stairs.2.name
chisel:aluminum_stairs.2:8, tile.chisel.aluminum_stairs.2.name
chisel:aluminum_stairs.3:0, tile.chisel.aluminum_stairs.3.name
chisel:aluminum_stairs.3:8, tile.chisel.aluminum_stairs.3.name
chisel:aluminum_stairs.4:0, tile.chisel.aluminum_stairs.4.name
chisel:aluminum_stairs.4:8, tile.chisel.aluminum_stairs.4.name
chisel:aluminum_stairs.5:0, tile.chisel.aluminum_stairs.5.name
chisel:aluminum_stairs.5:8, tile.chisel.aluminum_stairs.5.name
chisel:aluminum_stairs.6:0, tile.chisel.aluminum_stairs.6.name
chisel:aluminum_stairs.6:8, tile.chisel.aluminum_stairs.6.name
chisel:aluminum_stairs.7:0, tile.chisel.aluminum_stairs.7.name
chisel:aluminum_stairs.7:8, tile.chisel.aluminum_stairs.7.name
chisel:andesite:0, 安山岩
chisel:andesite:1, 安山岩
chisel:andesite:2, 安山岩
chisel:andesite:3, 安山岩
chisel:andesite:4, 安山岩
chisel:andesite:5, 安山岩
chisel:andesite:6, 安山岩
chisel:antiBlock:0, 纯色方块
chisel:antiBlock:1, 纯色方块
chisel:antiBlock:2, 纯色方块
chisel:antiBlock:3, 纯色方块
chisel:antiBlock:4, 纯色方块
chisel:antiBlock:5, 纯色方块
chisel:antiBlock:6, 纯色方块
chisel:antiBlock:7, 纯色方块
chisel:antiBlock:8, 纯色方块
chisel:antiBlock:9, 纯色方块
chisel:antiBlock:10, 纯色方块
chisel:antiBlock:11, 纯色方块
chisel:antiBlock:12, 纯色方块
chisel:antiBlock:13, 纯色方块
chisel:antiBlock:14, 纯色方块
chisel:antiBlock:15, 纯色方块
chisel:arcane:0, 奥术石块
chisel:arcane:1, 奥术石块
chisel:arcane:2, 奥术石块
chisel:arcane:3, 奥术石块
chisel:arcane:4, 奥术石块
chisel:arcane:5, 奥术石块
chisel:arcane:6, 奥术石块
chisel:arcane:7, 奥术石块
chisel:arcane:8, 奥术石块
chisel:arcane:9, 奥术石块
chisel:arcane:10, 奥术石块
chisel:arcane:11, 奥术石块
chisel:autoChisel, 自动雕刻机
chisel:beacon:0, Beacon
chisel:beacon:1, Beacon
chisel:beacon:2, Beacon
chisel:beacon:3, Beacon
chisel:beacon:4, Beacon
chisel:beacon:5, Beacon
chisel:beacon:6, Beacon
chisel:beacon:7, Beacon
chisel:beacon:8, Beacon
chisel:beacon:9, Beacon
chisel:beacon:10, Beacon
chisel:beacon:11, Beacon
chisel:beacon:12, Beacon
chisel:beacon:13, Beacon
chisel:beacon:14, Beacon
chisel:beacon:15, Beacon
chisel:bookshelf:1, 书架
chisel:bookshelf:2, 书架
chisel:bookshelf:3, 书架
chisel:bookshelf:4, 书架
chisel:bookshelf:5, 书架
chisel:bookshelf:6, 书架
chisel:bookshelf:7, 书架
chisel:bookshelf:8, 书架
chisel:brickCustom:1, 砖块
chisel:brickCustom:2, 砖块
chisel:brickCustom:3, 砖块
chisel:brickCustom:5, 砖块
chisel:brickCustom:6, 砖块
chisel:bronzeblock:0, 青铜块
chisel:bronzeblock:1, 青铜块
chisel:bronzeblock:2, 青铜块
chisel:bronzeblock:3, 青铜块
chisel:bronzeblock:4, 青铜块
chisel:bronzeblock:5, 青铜块
chisel:carpet_block:0, 地毯
chisel:carpet_block:1, 地毯
chisel:carpet_block:2, 地毯
chisel:carpet_block:3, 地毯
chisel:carpet_block:4, 地毯
chisel:carpet_block:5, 地毯
chisel:carpet_block:6, 地毯
chisel:carpet_block:7, 地毯
chisel:carpet_block:8, 地毯
chisel:carpet_block:9, 地毯
chisel:carpet_block:10, 地毯
chisel:carpet_block:11, 地毯
chisel:carpet_block:12, 地毯
chisel:carpet_block:13, 地毯
chisel:carpet_block:14, 地毯
chisel:carpet_block:15, 地毯
chisel:carpet:0, 地毯
chisel:carpet:1, 地毯
chisel:carpet:2, 地毯
chisel:carpet:3, 地毯
chisel:carpet:4, 地毯
chisel:carpet:5, 地毯
chisel:carpet:6, 地毯
chisel:carpet:7, 地毯
chisel:carpet:8, 地毯
chisel:carpet:9, 地毯
chisel:carpet:10, 地毯
chisel:carpet:11, 地毯
chisel:carpet:12, 地毯
chisel:carpet:13, 地毯
chisel:carpet:14, 地毯
chisel:carpet:15, 地毯
chisel:cloud:0, 云朵
chisel:cloud:1, 云朵
chisel:cloud:2, 云朵
chisel:cloud:3, 云朵
chisel:cloud:4, 云朵
chisel:cobblestone:1, 圆石
chisel:cobblestone:2, 圆石
chisel:cobblestone:3, 圆石
chisel:cobblestone:4, 圆石
chisel:cobblestone:5, 圆石
chisel:cobblestone:6, 圆石
chisel:cobblestone:7, 圆石
chisel:cobblestone:8, 圆石
chisel:cobblestone:9, 圆石
chisel:cobblestone:10, 圆石
chisel:cobblestone:11, 圆石
chisel:cobblestone:12, 圆石
chisel:cobblestone:13, 圆石
chisel:cobblestone:14, 圆石
chisel:cobblestone:15, 圆石
chisel:mossy_cobblestone:1, 苔石
chisel:mossy_cobblestone:2, 苔石
chisel:mossy_cobblestone:3, 苔石
chisel:mossy_cobblestone:4, 苔石
chisel:mossy_cobblestone:5, 苔石
chisel:mossy_cobblestone:6, 苔石
chisel:mossy_cobblestone:7, 苔石
chisel:mossy_cobblestone:8, 苔石
chisel:mossy_cobblestone:9, 苔石
chisel:mossy_cobblestone:10, 苔石
chisel:mossy_cobblestone:11, 苔石
chisel:mossy_cobblestone:12, 苔石
chisel:mossy_cobblestone:13, 苔石
chisel:mossy_cobblestone:14, 苔石
chisel:mossy_cobblestone:15, 苔石
chisel:concrete:0, 混凝土
chisel:concrete:1, 混凝土
chisel:concrete:2, 混凝土
chisel:concrete:3, 混凝土
chisel:concrete:4, 混凝土
chisel:concrete:5, 混凝土
chisel:concrete:6, 混凝土
chisel:concrete:7, 混凝土
chisel:concrete:8, 混凝土
chisel:concrete:9, 混凝土
chisel:concrete:10, 混凝土
chisel:copperblock:0, 铜块
chisel:copperblock:1, 铜块
chisel:copperblock:2, 铜块
chisel:copperblock:3, 铜块
chisel:copperblock:4, 铜块
chisel:copperblock:5, 铜块
chisel:diamond_block:1, 钻石块
chisel:diamond_block:2, 钻石块
chisel:diamond_block:3, 钻石块
chisel:diamond_block:4, 钻石块
chisel:diamond_block:5, 钻石块
chisel:diamond_block:6, 钻石块
chisel:diamond_block:7, 钻石块
chisel:diamond_block:8, 钻石块
